work,workLabel,origWork,origWorkLabel,relation,date,language,languageLabel,place,placeLabel,coord
http://www.wikidata.org/entity/Q119950236,King Edward III by Shakespeare,http://www.wikidata.org/entity/Q1232635,Edward III,edition_or_translation_of,1999-06-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,
http://www.wikidata.org/entity/Q122204515,Q122204515,http://www.wikidata.org/entity/Q2652605,Sonnet 116,edition_or_translation_of,2022-01-01T00:00:00Z,http://www.wikidata.org/entity/Q36939,Vai,,,
http://www.wikidata.org/entity/Q123361608,Hamlet,http://www.wikidata.org/entity/Q41567,Hamlet,edition_or_translation_of,1898-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7026,Catalan,,,
http://www.wikidata.org/entity/Q123921038,Q123921038,http://www.wikidata.org/entity/Q86440,The Tempest,edition_or_translation_of,1997-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1321,Spanish,,,
http://www.wikidata.org/entity/Q124999182,Q124999182,http://www.wikidata.org/entity/Q2609021,Sonnet 30,edition_or_translation_of,,,,,,
http://www.wikidata.org/entity/Q124999214,Q124999214,http://www.wikidata.org/entity/Q2404367,Sonnet 33,edition_or_translation_of,,,,,,
http://www.wikidata.org/entity/Q124999253,Q124999253,http://www.wikidata.org/entity/Q2609021,Sonnet 30,edition_or_translation_of,,,,,,
http://www.wikidata.org/entity/Q124999313,Q124999313,http://www.wikidata.org/entity/Q2609021,Sonnet 30,edition_or_translation_of,,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q125361318,Julius Caezar,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1963-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7838,Swahili,,,
http://www.wikidata.org/entity/Q125361319,Mabepari wa Venisi,http://www.wikidata.org/entity/Q206400,The Merchant of Venice,edition_or_translation_of,1969-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7838,Swahili,,,
http://www.wikidata.org/entity/Q130461913,Q130461913,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1943-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7913,Romanian,,,
http://www.wikidata.org/entity/Q131385519,Q131385519,http://www.wikidata.org/entity/Q130283,Macbeth,edition_or_translation_of,1922-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7913,Romanian,,,
http://www.wikidata.org/entity/Q135405197,Q135405197,http://www.wikidata.org/entity/Q206400,The Merchant of Venice,edition_or_translation_of,2009-01-01T00:00:00Z,http://www.wikidata.org/entity/Q1860,English,,,
http://www.wikidata.org/entity/Q114751915,Q114751915,http://www.wikidata.org/entity/Q1232635,Edward III,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752664,Q114752664,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752681,Q114752681,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1786-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752687,Q114752687,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1858-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752699,Q114752699,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1904-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752720,Q114752720,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752731,Q114752731,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752729,Q114752729,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1941-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752733,Q114752733,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752738,Q114752738,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1859-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752753,Q114752753,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1912-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752793,Q114752793,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1941-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114752854,Q114752854,http://www.wikidata.org/entity/Q215750,Julius Caesar,edition_or_translation_of,1823-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114753347,Q114753347,http://www.wikidata.org/entity/Q1232635,Edward III,edition_or_translation_of,1902-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114753534,Q114753534,http://www.wikidata.org/entity/Q665446,Measure for Measure,edition_or_translation_of,1939-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114753536,Q114753536,http://www.wikidata.org/entity/Q665446,Measure for Measure,edition_or_translation_of,1833-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114753542,Q114753542,http://www.wikidata.org/entity/Q665446,Measure for Measure,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114753562,Q114753562,http://www.wikidata.org/entity/Q665446,Measure for Measure,edition_or_translation_of,1902-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114754102,Q114754102,http://www.wikidata.org/entity/Q665446,Measure for Measure,edition_or_translation_of,1873-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114754112,Q114754112,http://www.wikidata.org/entity/Q665446,Measure for Measure,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114770601,Q114770601,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing,edition_or_translation_of,1937-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114770606,Q114770606,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing,edition_or_translation_of,1877-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114770612,Q114770612,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114770617,Q114770617,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing,edition_or_translation_of,1946-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114770622,Q114770622,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing,edition_or_translation_of,1847-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114770664,Q114770664,http://www.wikidata.org/entity/Q130851,Much Ado About Nothing,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114771614,Q114771614,http://www.wikidata.org/entity/Q743194,The Winter's Tale,edition_or_translation_of,1866-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114771627,Q114771627,http://www.wikidata.org/entity/Q743194,The Winter's Tale,edition_or_translation_of,1904-01-01T00:00:00Z,,,,,
http://www.wikidata.org/entity/Q114771624,Q114771624,http://www.wikidata.org/entity/Q743194,The Winter's Tale,edition_or_translation_of,1941-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114771629,Q114771629,http://www.wikidata.org/entity/Q743194,The Winter's Tale,edition_or_translation_of,1899-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114771635,Q114771635,http://www.wikidata.org/entity/Q743194,The Winter's Tale,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114771632,Q114771632,http://www.wikidata.org/entity/Q743194,The Winter's Tale,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772041,Q114772041,http://www.wikidata.org/entity/Q16934174,Shakespeare's will,edition_or_translation_of,1905-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772091,Q114772091,http://www.wikidata.org/entity/Q221211,Twelfth Night,edition_or_translation_of,1841-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772092,Q114772092,http://www.wikidata.org/entity/Q221211,Twelfth Night,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772093,Q114772093,http://www.wikidata.org/entity/Q221211,Twelfth Night,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772204,Q114772204,http://www.wikidata.org/entity/Q53590,The Two Noble Kinsmen,edition_or_translation_of,1904-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772205,Q114772205,http://www.wikidata.org/entity/Q53590,The Two Noble Kinsmen,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772218,Q114772218,http://www.wikidata.org/entity/Q232042,The Two Gentlemen of Verona,edition_or_translation_of,1858-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772219,Q114772219,http://www.wikidata.org/entity/Q232042,The Two Gentlemen of Verona,edition_or_translation_of,1937-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772217,Q114772217,http://www.wikidata.org/entity/Q232042,The Two Gentlemen of Verona,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772222,Q114772222,http://www.wikidata.org/entity/Q232042,The Two Gentlemen of Verona,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772220,Q114772220,http://www.wikidata.org/entity/Q232042,The Two Gentlemen of Verona,edition_or_translation_of,1903-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772303,Q114772303,http://www.wikidata.org/entity/Q730212,Cymbeline,edition_or_translation_of,1880-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772306,Q114772306,http://www.wikidata.org/entity/Q730212,Cymbeline,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772307,Q114772307,http://www.wikidata.org/entity/Q730212,Cymbeline,edition_or_translation_of,1877-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772304,Q114772304,http://www.wikidata.org/entity/Q730212,Cymbeline,edition_or_translation_of,1941-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772309,Q114772309,http://www.wikidata.org/entity/Q730212,Cymbeline,edition_or_translation_of,1850-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772388,Q114772388,http://www.wikidata.org/entity/Q221211,Twelfth Night,edition_or_translation_of,1873-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772434,Q114772434,http://www.wikidata.org/entity/Q130283,Macbeth,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772435,Q114772435,http://www.wikidata.org/entity/Q130283,Macbeth,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772443,Q114772443,http://www.wikidata.org/entity/Q237572,As You Like It,edition_or_translation_of,1867-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772455,Q114772455,http://www.wikidata.org/entity/Q237572,As You Like It,edition_or_translation_of,1952-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772486,Q114772486,http://www.wikidata.org/entity/Q237572,As You Like It,edition_or_translation_of,1877-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772494,Q114772494,http://www.wikidata.org/entity/Q237572,As You Like It,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772497,Q114772497,http://www.wikidata.org/entity/Q237572,As You Like It,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772634,Q114772634,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1941-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772635,Q114772635,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1934-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772636,Q114772636,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1919-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772643,Q114772643,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1891-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772640,Q114772640,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772641,Q114772641,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772646,Q114772646,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1866-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772647,Q114772647,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1862-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772650,Q114772650,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1841-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114772651,Q114772651,http://www.wikidata.org/entity/Q83186,Romeo and Juliet,edition_or_translation_of,1839-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773182,Q114773182,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1836-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773183,Q114773183,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1845-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773187,Q114773187,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773188,Q114773188,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773189,Q114773189,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1870-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773193,Q114773193,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1882-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773203,Q114773203,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1935-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773200,Q114773200,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773206,Q114773206,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1946-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114773259,Q114773259,http://www.wikidata.org/entity/Q26833,Othello,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114790443,Q114790443,http://www.wikidata.org/entity/Q16934174,Shakespeare's will,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114795151,Q114795151,http://www.wikidata.org/entity/Q284641,Timon of Athens,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114795154,Q114795154,http://www.wikidata.org/entity/Q284641,Timon of Athens,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114795156,Q114795156,http://www.wikidata.org/entity/Q284641,Timon of Athens,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114795164,Q114795164,http://www.wikidata.org/entity/Q284641,Timon of Athens,edition_or_translation_of,1858-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114795308,Q114795308,http://www.wikidata.org/entity/Q284641,Timon of Athens,edition_or_translation_of,1789-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797578,Q114797578,http://www.wikidata.org/entity/Q183304,Troilus and Cressida,edition_or_translation_of,1904-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797582,Q114797582,http://www.wikidata.org/entity/Q183304,Troilus and Cressida,edition_or_translation_of,1866-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797580,Q114797580,http://www.wikidata.org/entity/Q183304,Troilus and Cressida,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797584,Q114797584,http://www.wikidata.org/entity/Q183304,Troilus and Cressida,edition_or_translation_of,1949-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797585,Q114797585,http://www.wikidata.org/entity/Q183304,Troilus and Cressida,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797610,Q114797610,http://www.wikidata.org/entity/Q506505,The Comedy of Errors,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797611,Q114797611,http://www.wikidata.org/entity/Q506505,The Comedy of Errors,edition_or_translation_of,1864-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797609,Q114797609,http://www.wikidata.org/entity/Q506505,The Comedy of Errors,edition_or_translation_of,1868-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797615,Q114797615,http://www.wikidata.org/entity/Q506505,The Comedy of Errors,edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797613,Q114797613,http://www.wikidata.org/entity/Q506505,The Comedy of Errors,edition_or_translation_of,1958-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797796,Q114797796,http://www.wikidata.org/entity/Q584729,"Pericles, Prince of Tyre",edition_or_translation_of,1879-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797811,Q114797811,http://www.wikidata.org/entity/Q584729,"Pericles, Prince of Tyre",edition_or_translation_of,1936-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797826,Q114797826,http://www.wikidata.org/entity/Q584729,"Pericles, Prince of Tyre",edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797840,Q114797840,http://www.wikidata.org/entity/Q584729,"Pericles, Prince of Tyre",edition_or_translation_of,1894-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797873,Q114797873,http://www.wikidata.org/entity/Q661222,King John,edition_or_translation_of,1893-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797876,Q114797876,http://www.wikidata.org/entity/Q661222,King John,edition_or_translation_of,1862-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797883,Q114797883,http://www.wikidata.org/entity/Q661222,King John,edition_or_translation_of,1882-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
http://www.wikidata.org/entity/Q114797880,Q114797880,http://www.wikidata.org/entity/Q661222,King John,edition_or_translation_of,1865-01-01T00:00:00Z,http://www.wikidata.org/entity/Q7737,Russian,,,
